WellId,API,PermitId,SubmitDate,ApprovedDate,ExpiredDate,AmendedDate,PermitStatus,PermitPurpose,FiledBy
82985971-8ecd-414d-9662-c97f4f62cf8f,05045234480000,,,2/28/2017 12:00:00 AM,2/27/2019 12:00:00 AM,,,,TEP ROCKY MOUNTAIN LLC
c1bab69d-0505-4b81-800b-71fbdf31d32a,05045234810000,,,3/3/2017 12:00:00 AM,3/2/2019 11:46:56 AM,,,,URSA OPERATING COMPANY LLC
eeda931f-f41b-4efc-9296-8e9317ad3ef0,33025032700000,33403,,3/12/2017 11:49:57 AM,,,,,MARATHON OIL COMPANY
845c014b-e978-48bd-bae1-be2534cac8ce,33025032680000,33401,,3/12/2017 11:49:58 AM,,,,,MARATHON OIL COMPANY
5bf3c1e1-598b-4f04-9323-c2b750e8b8f7,33025032690000,33402,,3/12/2017 11:49:56 AM,,,,,MARATHON OIL COMPANY
8b507aa5-0891-4459-ad3b-ca1c1c843a2d,33025032670000,33400,,3/12/2017 11:49:56 AM,,,,,MARATHON OIL COMPANY
9e84638d-582a-4fde-b204-6e64b1f7be7c,33061040250000,33418,,3/19/2017 11:00:53 PM,,,,,WHITING OIL AND GAS CORPORATION
a3468f88-a191-4100-9f8e-2355e17d1eb8,3001544063,,,2/20/2017 12:00:00 AM,,,,,
b563fa43-6dff-43ae-9c5a-6287df3a96ef,3002543675,,,3/10/2017 12:00:00 AM,,,,,
7dc797d6-64ec-4f9a-a22e-75fabae5731c,3002543674,,,3/10/2017 12:00:00 AM,,,,,
8380b2a9-b99e-4f5c-9516-99d482aa9df1,3001544106,,,3/21/2017 12:00:00 AM,,,,,
ecfd2150-6037-4f2d-8f52-b0fdae12e330,3001544068,,,2/24/2017 12:00:00 AM,,,,,
0bcc9e07-248f-4533-8b36-b79a340c413b,3002543673,,,3/10/2017 12:00:00 AM,,,,,
74b48660-575f-4ad6-9b5e-64424ecb2935,3001544121,,,3/31/2017 12:00:00 AM,,,,,
880d878e-4e38-4ce3-88ee-d5d28c55d5cd,3001544120,,,3/31/2017 12:00:00 AM,,,,,
75a2caca-acea-4ea2-b60d-aa0979264ba1,05073067190000,,,4/28/2017 12:00:00 AM,4/27/2019 3:40:14 PM,,,,WIEPKING-FULLERTON ENERGY LLC
43fc1e7a-f061-4182-833d-b5b44e102c4d,3001544142,,,5/2/2017 12:00:00 AM,,,,,
26d9fca5-b3bb-44f7-bc5d-d441fdd9056c,3001544156,,,5/8/2017 12:00:00 AM,,,,,
5778f9bf-bfcb-4056-8176-d86dff38aa3f,3001544154,,,5/8/2017 12:00:00 AM,,,,,
69eece01-8351-43af-b858-16c53cc31670,3001544199,,,5/23/2017 12:00:00 AM,,,,,
8e48350d-4ed9-4d55-8d42-ac88f72984e4,3001544201,,,5/23/2017 12:00:00 AM,,,,,
d5e789c2-8715-44d7-bec1-be63b86d4d1d,3002543838,,,5/30/2017 12:00:00 AM,,,,,
55c1b1e8-ba5b-4090-a84c-abc59f76d33c,3002543846,,,6/6/2017 12:00:00 AM,,,,,
1574caf7-0adb-40c5-a505-d39fb1334eb2,3002543883,,,6/27/2017 12:00:00 AM,,,,,
53510097-2cb5-4300-91e6-e6c204845325,3002543884,,,6/27/2017 12:00:00 AM,,,,,
1ead228d-29a7-4694-b082-1f2012138e2e,35153236050000,5307229,,6/27/2017 12:00:00 AM,12/27/2017 12:00:00 AM,,,,
8021d580-ef8d-4190-a5d1-216e0fe72fd3,3002543893,,,9/5/2017 12:00:00 AM,,,,,
25038df3-b05f-4fbb-86ab-29403404620c,3002543892,,,9/8/2017 12:00:00 AM,,,,,
91d472c6-8452-41cb-9335-a3f9cf357c03,3002543894,,,9/8/2017 12:00:00 AM,,,,,
33919bb8-8e3f-4801-a24a-d6744617ea94,35063246830000,6307161,,7/10/2017 12:00:00 AM,1/10/2018 12:00:00 AM,,,,
b8f7d5ab-bd16-482a-a354-124292daa7eb,3001544366,,,8/2/2017 12:00:00 AM,,,,,
a3d9aeb9-f66b-44af-a676-98eda3e1a213,3001544365,,,8/2/2017 12:00:00 AM,,,,,
9f6a2f53-ae29-449f-9176-caeae3ced40c,35063246890000,7187113,,7/31/2017 12:00:00 AM,1/31/2018 12:00:00 AM,,,,
be01ee1e-1988-48b9-a6f3-6943eeeb07b4,3001544370,,,8/7/2017 12:00:00 AM,,,,,
9344faa9-fc22-4d13-8369-16b4a08d3239,3001544399,,,8/17/2017 12:00:00 AM,,,,,
430905d9-8e4b-40b3-97d4-9aa7581e830d,3002543923,,,8/15/2017 12:00:00 AM,,,,,
f23ba963-ceaa-4a0b-b901-2a15c4507b87,3002543933,,,9/8/2017 12:00:00 AM,,,,,
3fc4e271-942f-4e1d-b2a7-7da06c9c32d4,3002543936,,,8/25/2017 12:00:00 AM,,,,,
530adb47-02a4-4575-8223-9421bf71830a,4301353467,,,7/20/2017 12:00:00 AM,,,,,"EP ENERGY E&P COMPANY, L.P."
a3818020-2e3a-4738-b82b-e31601bcdd4b,3001544431,,,9/6/2017 12:00:00 AM,,,,,
f8fa3e80-1cde-4cb7-95ce-313892532111,3002544013,,,9/15/2017 12:00:00 AM,,,,,
13dd2baf-8a57-4fc7-ac28-34fbd04cff7c,3002544007,,,9/11/2017 12:00:00 AM,,,,,
53555017-cd1d-4b0b-b6df-43c977c00573,3001544438,,,9/18/2017 12:00:00 AM,,,,,
c63195c6-f342-4ac7-877e-4acfc526c673,3002544009,,,9/11/2017 12:00:00 AM,,,,,
14580e40-f939-433e-94e1-589a04ffd088,3001544437,,,9/18/2017 12:00:00 AM,,,,,
ae43f99f-7bf9-4c07-94e4-6c0404afda5f,3002544006,,,9/11/2017 12:00:00 AM,,,,,
4f60b408-3a28-42d4-a5f0-d245641683fc,3002544008,,,9/11/2017 12:00:00 AM,,,,,
df70f7e1-7f42-4845-9e55-0b4b42d3b5b4,05045236430000,,,8/25/2017 12:00:00 AM,8/24/2019 12:00:00 AM,,,,TEP ROCKY MOUNTAIN LLC
96f3aabf-7c55-400c-bd87-40587ab5f330,05045236500000,,,8/25/2017 12:00:00 AM,8/24/2019 12:00:00 AM,,,,TEP ROCKY MOUNTAIN LLC
