API,Comments,EffectiveDate,Field,Orginization,Status,StatusDate,WellName,WellId
3002543184,,4/25/2016 12:00:00 AM,,"[6137] DEVON ENERGY PRODUCTION COMPANY, LP          ",New,,[316127] GREEN WAVE 20 17 FEDERAL #021H,ab3bb222-0d05-47d0-854d-5fd5b153fb34
3001543690,,6/8/2017 12:00:00 AM,,"[372137] CHISHOLM ENERGY OPERATING, LLC               ","New, Not Drilled",,[317877] COTTONWOOD 28 33 FEDERAL 2BS             #004H,20c3956f-4712-48e1-a0b6-24194bc93e29
3002541378,,9/10/2013 12:00:00 AM,,#001H,,,"[40113] CRANBERRY BSU STATE COM                 ",35b7a95e-6175-4f2a-9d56-afc01e0ec300
3002541378,,9/10/2013 12:00:00 AM,,"
                                    #001H
                                ",,,,35b7a95e-6175-4f2a-9d56-afc01e0ec300
3002541378,,9/10/2013 12:00:00 AM,,"[25575] EOG Y RESOURCES, INC.                        ","New, Not Drilled",,[40113] CRANBERRY BSU STATE COM                  #001H,35b7a95e-6175-4f2a-9d56-afc01e0ec300
3002541378,,9/10/2013 12:00:00 AM,,"
                                    [25575] YATES PETROLEUM CORPORATION                  
                                ",,,,35b7a95e-6175-4f2a-9d56-afc01e0ec300
3001543520,,12/17/2015 12:00:00 AM,,"[873] APACHE CORP                                  ","New, Not Drilled",,[315935] CEDAR LAKE FEDERAL CA                    #409H,be57b523-0787-475f-a2b1-e7f8295dd875
3002542837,,5/4/2017 12:00:00 AM,,"[14744] MEWBOURNE OIL CO                             ",Cancelled,,[317772] SALADO DRAW 10 W1PA FEDERAL              #002H,0363c448-7a6e-4bee-b654-a6e23e1bc74e
3002542837,,5/4/2017 12:00:00 AM,,#002H,,,,0363c448-7a6e-4bee-b654-a6e23e1bc74e
3001543555,,2/1/2017 12:00:00 AM,,"[249099] CAZA OPERATING, LLC                          ",Active,,[314249] FOREHAND RANCH 22 STATE #008H,27c90a6b-cc67-4371-8879-21447f96a900
3001543555,,12/29/2015 12:00:00 AM,,"[249099] CAZA OPERATING, LLC                          ",New,,[314249] FOREHAND RANCH 22 STATE #008H,27c90a6b-cc67-4371-8879-21447f96a900
