WellId,API,Name,ShortName,TopDepth,BaseDepth,MethodObtained,IsProducing,IsTarget
c8c65e20-05a2-44e6-b88e-881a5c5b65ba,33053069720000,,span title=31318>31318,,,,False,False
427c6de8-fb67-482c-a43e-13542bc00672,33025031410000,,span title=32672>32672,,,,False,False
06a67048-78e2-4595-a718-236ea525eb2f,33105043640000,,span title=33319>33319,,,,False,False
a1f24085-ddd8-4699-b658-f1ed6db88791,33061040150000,,span title=33384>33384,,,,False,False
5778f9bf-bfcb-4056-8176-d86dff38aa3f,3001544154,2nd Bone Spring Sand,,6956,,,False,False
b45573e5-f8a9-436f-98cd-619b936be59c,3001544108,Rustler,,677,,,False,False
11cf397e-98f8-413e-a017-cd3d8e1f1634,3001542733,3rd Bone Spring Carbonate,,7225,,,False,False
8c847248-c3b3-4d72-854c-0cbf7cfcac1d,3001544115,Cherry Canyon,,3490,,,False,False
43fc1e7a-f061-4182-833d-b5b44e102c4d,3001544142,Salado,,350,,,False,False
11cf397e-98f8-413e-a017-cd3d8e1f1634,3001542733,Bone Spring,,7050,,,False,False
cce65d56-41a2-4752-ae7b-adf72b70d795,3001544198,Bone Spring,,8310,,,False,False
43fc1e7a-f061-4182-833d-b5b44e102c4d,3001544142,San Andres,,2846,,,False,False
43fc1e7a-f061-4182-833d-b5b44e102c4d,3001544142,1st Bone Spring Sand,,6406,,,False,False
11cf397e-98f8-413e-a017-cd3d8e1f1634,3001542733,Rustler,,110,,,False,False
14580e40-f939-433e-94e1-589a04ffd088,3001544437,Delaware,,2882,,,False,False
be01ee1e-1988-48b9-a6f3-6943eeeb07b4,3001544370,Delaware Sand,,2100,,,False,False
61dc199c-8b18-443e-8618-35eb5a472712,3001544463,Brushy Canyon,,4450,,,False,False
11cf397e-98f8-413e-a017-cd3d8e1f1634,3001542733,Wolfcamp,,8950,,,False,False
43fc1e7a-f061-4182-833d-b5b44e102c4d,3001544142,2nd Bone Spring Sand,,6956,,,False,False
be01ee1e-1988-48b9-a6f3-6943eeeb07b4,3001544370,2nd Bone Spring Carbonate,,6750,,,False,False
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,Glorieta,,1553,,,False,False
26d9fca5-b3bb-44f7-bc5d-d441fdd9056c,3001544156,Seven Rivers,,1422,,,False,False
dbda7e31-3c5f-4e59-ae27-1257625d66b7,3001543097,Bone Spring,,6335,,,False,False
34e06e8e-a7f2-45dd-8e7b-9feb18011fe8,3001543869,Base of Salt,,1800,,,False,False
cce65d56-41a2-4752-ae7b-adf72b70d795,3001544198,Rustler,,677,,,False,False
11cf397e-98f8-413e-a017-cd3d8e1f1634,3001542733,1st Bone Spring Sand,,6575,,,False,False
b8f7d5ab-bd16-482a-a354-124292daa7eb,3001544366,San Andres,,710,,,False,False
69eece01-8351-43af-b858-16c53cc31670,3001544199,Base of Salt,,1105,,,False,False
26d9fca5-b3bb-44f7-bc5d-d441fdd9056c,3001544156,Salado,,350,,,False,False
11cf397e-98f8-413e-a017-cd3d8e1f1634,3001542733,Delaware Sand,,2100,,,False,False
34e06e8e-a7f2-45dd-8e7b-9feb18011fe8,3001543869,Delaware Sand,,2100,,,False,False
43fc1e7a-f061-4182-833d-b5b44e102c4d,3001544142,Queen,,2057,,,False,False
26d9fca5-b3bb-44f7-bc5d-d441fdd9056c,3001544156,Tansill,,940,,,False,False
26d9fca5-b3bb-44f7-bc5d-d441fdd9056c,3001544156,Delaware Sand,,3095,,,False,False
703b4f78-af7e-40f0-a0e3-6fb9dd2205a0,3001543999,Paddock,,2600,,,False,False
34e06e8e-a7f2-45dd-8e7b-9feb18011fe8,3001543869,Bone Spring,,8550,,,False,False
8c847248-c3b3-4d72-854c-0cbf7cfcac1d,3001544115,Base of Salt,,2440,,,False,False
11cf397e-98f8-413e-a017-cd3d8e1f1634,3001542733,Salado,,250,,,False,False
34e06e8e-a7f2-45dd-8e7b-9feb18011fe8,3001543869,Rustler,,110,,,False,False
b8f7d5ab-bd16-482a-a354-124292daa7eb,3001544366,Glorieta,,2312,,,False,False
880d878e-4e38-4ce3-88ee-d5d28c55d5cd,3001544120,Bone Spring Lime,,4551,,,False,False
43fc1e7a-f061-4182-833d-b5b44e102c4d,3001544142,Tansill,,940,,,False,False
8a97ca63-29cd-4df8-92b9-a82e9336bb80,3001543300,San Andres,,1010,,,False,False
cce65d56-41a2-4752-ae7b-adf72b70d795,3001544198,Delaware,,4390,,,False,False
a3818020-2e3a-4738-b82b-e31601bcdd4b,3001544431,Delaware,,3201,,,False,False
5778f9bf-bfcb-4056-8176-d86dff38aa3f,3001544154,Delaware Sand,,3209,,,False,False
61dc199c-8b18-443e-8618-35eb5a472712,3001544463,Base of Salt,,2280,,,False,False
be01ee1e-1988-48b9-a6f3-6943eeeb07b4,3001544370,3rd Bone Spring Carbonate,,7225,,,False,False
a3468f88-a191-4100-9f8e-2355e17d1eb8,3001544063,Wolfcamp,,9012,,,False,False
8a97ca63-29cd-4df8-92b9-a82e9336bb80,3001543300,Grayburg,,764,,,False,False
5778f9bf-bfcb-4056-8176-d86dff38aa3f,3001544154,Salado,,318,,,False,False
a3468f88-a191-4100-9f8e-2355e17d1eb8,3001544063,Salt,,453,,,False,False
703b4f78-af7e-40f0-a0e3-6fb9dd2205a0,3001543999,San Andres,,783,,,False,False
34e06e8e-a7f2-45dd-8e7b-9feb18011fe8,3001543869,Lamar Limestone,,1975,,,False,False
5778f9bf-bfcb-4056-8176-d86dff38aa3f,3001544154,Seven Rivers,,1423,,,False,False
8a97ca63-29cd-4df8-92b9-a82e9336bb80,3001543300,Yeso,,2522,,,False,False
74b48660-575f-4ad6-9b5e-64424ecb2935,3001544121,Bone Spring Lime,,4554,,,False,False
43fc1e7a-f061-4182-833d-b5b44e102c4d,3001544142,Bone Spring,,3731,,,False,False
5778f9bf-bfcb-4056-8176-d86dff38aa3f,3001544154,San Andres,,2940,,,False,False
be01ee1e-1988-48b9-a6f3-6943eeeb07b4,3001544370,3rd Bone Spring Sand,,8550,,,False,False
be01ee1e-1988-48b9-a6f3-6943eeeb07b4,3001544370,Base of Salt,,1800,,,False,False
34e06e8e-a7f2-45dd-8e7b-9feb18011fe8,3001543869,2nd Bone Spring Carbonate,,6750,,,False,False
34e06e8e-a7f2-45dd-8e7b-9feb18011fe8,3001543869,Wolfcamp,,8950,,,False,False
14580e40-f939-433e-94e1-589a04ffd088,3001544437,3rd Bone Spring Sand,,9485,,,False,False
703b4f78-af7e-40f0-a0e3-6fb9dd2205a0,3001543999,Glorieta,,2451,,,False,False
8380b2a9-b99e-4f5c-9516-99d482aa9df1,3001544106,Rustler,,677,,,False,False
11cf397e-98f8-413e-a017-cd3d8e1f1634,3001542733,Brushy Canyon,,3975,,,False,False
be01ee1e-1988-48b9-a6f3-6943eeeb07b4,3001544370,Brushy Canyon,,3975,,,False,False
27c90a6b-cc67-4371-8879-21447f96a900,3001543555,Wolfcamp,,8997,,,False,False
8c847248-c3b3-4d72-854c-0cbf7cfcac1d,3001544115,Castile,,1110,,,False,False
14580e40-f939-433e-94e1-589a04ffd088,3001544437,Bone Spring,,6691,,,False,False
be01ee1e-1988-48b9-a6f3-6943eeeb07b4,3001544370,2nd Bone Spring Sand,,7050,,,False,False
880d878e-4e38-4ce3-88ee-d5d28c55d5cd,3001544120,2nd Bone Spring Carbonate,,7016,,,False,False
5778f9bf-bfcb-4056-8176-d86dff38aa3f,3001544154,Queen,,2058,,,False,False
880d878e-4e38-4ce3-88ee-d5d28c55d5cd,3001544120,1st Bone Spring Sand,,6888,,,False,False
26d9fca5-b3bb-44f7-bc5d-d441fdd9056c,3001544156,1st Bone Spring Sand,,6406,,,False,False
11cf397e-98f8-413e-a017-cd3d8e1f1634,3001542733,Bone Spring Lime,,5450,,,False,False
26d9fca5-b3bb-44f7-bc5d-d441fdd9056c,3001544156,Yates,,1084,,,False,False
a3468f88-a191-4100-9f8e-2355e17d1eb8,3001544063,Base of Salt,,753,,,False,False
8a97ca63-29cd-4df8-92b9-a82e9336bb80,3001543300,Queen,,324,,,False,False
a3818020-2e3a-4738-b82b-e31601bcdd4b,3001544431,Capitan Reef,,1078,,,False,False
74b48660-575f-4ad6-9b5e-64424ecb2935,3001544121,Delaware,,3492,,,False,False
8c847248-c3b3-4d72-854c-0cbf7cfcac1d,3001544115,Wolfcamp,,9505,,,False,False
69eece01-8351-43af-b858-16c53cc31670,3001544199,Rustler,,677,,,False,False
be01ee1e-1988-48b9-a6f3-6943eeeb07b4,3001544370,Rustler,,110,,,False,False
26d9fca5-b3bb-44f7-bc5d-d441fdd9056c,3001544156,Grayburg,,2335,,,False,False
11cf397e-98f8-413e-a017-cd3d8e1f1634,3001542733,3rd Bone Spring Sand,,8550,,,False,False
be01ee1e-1988-48b9-a6f3-6943eeeb07b4,3001544370,Salado,,250,,,False,False
43fc1e7a-f061-4182-833d-b5b44e102c4d,3001544142,Delaware Sand,,3094,,,False,False
14580e40-f939-433e-94e1-589a04ffd088,3001544437,Salado,,735,,,False,False
a3468f88-a191-4100-9f8e-2355e17d1eb8,3001544063,Canyon,,2196,,,False,False
5778f9bf-bfcb-4056-8176-d86dff38aa3f,3001544154,Yates,,1078,,,False,False
11cf397e-98f8-413e-a017-cd3d8e1f1634,3001542733,Cherry Canyon,,2815,,,False,False
34e06e8e-a7f2-45dd-8e7b-9feb18011fe8,3001543869,1st Bone Spring Sand,,6575,,,False,False
