API,WellId,CompletionDate,PackerDepth,TubingLowerDepth,TubingSize,TubingUpperDepth
4243937121,a7c55848-ce6e-419f-aae8-9f647bf1400e,11/12/2017 12:00:00 AM,0,,2 3/8,8257
4225535354,9dfe6e78-cbce-4ea9-853a-a175ee8f5c8f,1/7/2018 12:00:00 AM,11614,,2 7/8,11627
4238935798,61649d71-318a-4143-a72d-a66bc25b49cc,1/26/2018 12:00:00 AM,0,,2 7/8,10047
4225535275,9918c709-8a50-4360-b6bf-aae47d593efe,5/11/2018 12:00:00 AM,11772,,2 3/8,11793
4231740747,255582a7-a059-4b1d-9e4f-b4b2ec7c49dc,12/8/2017 12:00:00 AM,7866,,2 7/8,7866
4238339837,d1303dbd-979c-4973-ba3c-bd3a51c4fa6f,12/30/2017 12:00:00 AM,7875,,2 7/8,7875
4238935816,fa81a687-1de1-4329-8364-bff45aca7044,1/16/2018 12:00:00 AM,8677,,2 7/8,8708
4217337530,095cdf18-c764-432f-bf5d-c1212e5784c5,1/15/2018 12:00:00 AM,0,,2 7/8,3000
4230133213,b3f8e940-6d05-4560-9483-ce29803448c6,1/6/2018 12:00:00 AM,10956,,2 7/8,10987
4238339808,4bef32d8-f2fb-4a77-98bd-d76cae38549f,12/31/2017 12:00:00 AM,7491,,2 7/8,7499
4230133237,4d387527-c541-4286-ad53-dbfdcd7c0354,12/20/2017 12:00:00 AM,10754,,2 7/8,10784
4238935797,4b272c04-9a07-41cb-ad47-dc7f3edec9cf,1/25/2018 12:00:00 AM,0,,2 7/8,9986
4225535319,26348516-6774-41df-adee-dd4368ad82eb,1/8/2018 12:00:00 AM,11869,,2 7/8,11882
4233535958,656fa48c-1a32-40e4-b6a1-deb28b012b90,1/4/2018 12:00:00 AM,0,,2 7/8,8027
4222739017,eefaae18-bdff-4ad8-9b55-e7055c5ca14c,12/18/2017 12:00:00 AM,0,,2 7/8,6808
4223536162,3cf2f3f7-2b95-4353-b706-e7867db08da2,4/27/2017 12:00:00 AM,0,,2 3/8,6597
4223536162,3cf2f3f7-2b95-4353-b706-e7867db08da2,1/10/2018 12:00:00 AM,0,,2 3/8,5126
4200530410,5db090c7-de71-4970-883d-ea4b2b9ee665,12/14/2017 12:00:00 AM,14814,,2 7/8,14810
4213543501,6ae4a5a9-e6fa-4ff1-9625-ec5ab2cd2559,9/2/2017 12:00:00 AM,0,,2 7/8,5344
4225535333,9191415f-6367-457c-9942-f88dbbbdbdb9,11/3/2017 12:00:00 AM,12363,,3 1/8,12381
4232941508,a322fbc6-9553-4de7-81cf-fc1e1a0c98f2,12/31/2017 12:00:00 AM,0,,2 7/8,8354
4231740795,66247d74-f1eb-4a1f-97cd-0ee9c274edca,11/21/2017 12:00:00 AM,8400,,2 7/8,8400
4238339861,1cdd5244-e39e-404d-b31a-27252859467f,12/1/2017 12:00:00 AM,8640,,2 7/8,8640
4238935712,d8bcff70-1e62-420f-9c88-2aa4632d2cc3,1/3/2018 12:00:00 AM,10255,,2 7/8,10272
4201335474,b11f4de0-6c86-4f9b-b105-3424ec6b7ac8,12/1/2017 12:00:00 AM,1,,1 1/2,1
4201335474,b11f4de0-6c86-4f9b-b105-3424ec6b7ac8,12/1/2017 12:00:00 AM,8167,,2 3/8,8189
4237139542,9b8112e9-217b-4c1d-9329-4c42dcedf676,12/12/2017 12:00:00 AM,0,,2 7/8,9902
4248135415,037036ee-c7f1-48ee-aeee-4deff9278fb0,1/15/2018 12:00:00 AM,9219,,2 3/8,9219
4238935714,6c0f8abe-d691-462b-b5a3-7658a6c028e6,1/3/2018 12:00:00 AM,10200,,2 7/8,10219
4200347541,95fa4ec9-0c9d-4a1d-a716-7919b6ca7bfc,1/12/2018 12:00:00 AM,0,,2 7/8,5379
4230133323,741a96c7-4588-405b-b4be-8195b1ab49d0,4/13/2018 12:00:00 AM,11700,,2 7/8,11707
4229132920,5ff6be84-a3f6-44a1-908e-84b10e67d274,11/19/2017 12:00:00 AM,0,,2 3/8,2816
4238935922,0b87c6e6-2d3a-4240-b8b6-859a0202985c,12/21/2017 12:00:00 AM,0,,2 7/8,9107
4217733804,dff6bb26-835c-44e7-af37-8d222e681b05,12/31/2017 12:00:00 AM,9059,,2 7/8,9079
4230133324,c9097b0e-9336-4a54-abc4-a4232b02af34,4/18/2018 12:00:00 AM,11278,,2 7/8,11286
4238935885,4fa9ef49-8ce2-4e24-b804-b3aa2bab1848,1/12/2018 12:00:00 AM,10540,,2 7/8,10547
4238339851,2545e6e6-3e1c-43e2-ba68-b7284072f212,1/17/2018 12:00:00 AM,0,,,0
4238339851,2545e6e6-3e1c-43e2-ba68-b7284072f212,1/17/2018 12:00:00 AM,0,,2 7/8,6995
4217733803,755123ee-6c3a-4f16-a054-e06a37c22538,12/31/2017 12:00:00 AM,8904,,2 7/8,8923
4238339860,aeafdef1-bf54-47c6-a9b4-f2b2d202ba1b,12/2/2017 12:00:00 AM,8030,,2 7/8,8030
4238339850,3a4edac7-3bd3-4bae-a68e-f3966bdcf930,1/17/2018 12:00:00 AM,0,,,0
4238339850,3a4edac7-3bd3-4bae-a68e-f3966bdcf930,1/17/2018 12:00:00 AM,0,,2 7/8,6554
