API,Comments,EffectiveDate,Field,Orginization,Status,StatusDate,WellName,WellId
4237136021,Producing operator changed.,11/1/2003 12:00:00 AM,YATES,KINDER MORGAN SACROC LP,,,,4445e1eb-764f-4c04-8e01-9f5c596aa347
4237135277,Producing operator changed.,11/1/2003 12:00:00 AM,YATES,KINDER MORGAN SACROC LP,,,,ecbca1e4-0d46-4fca-a46e-ee946696ee2b
4237135277,Producing operator changed.,12/1/2003 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LP,,,,ecbca1e4-0d46-4fca-a46e-ee946696ee2b
4237135277,Producing operator changed.,8/1/2007 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LLC,,,,ecbca1e4-0d46-4fca-a46e-ee946696ee2b
4237135274,Producing operator changed.,12/1/2003 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LP,,,,b902dd8a-766d-4c6d-8856-edc97e22fd9a
4237135274,Producing operator changed.,8/1/2007 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LLC,,,,b902dd8a-766d-4c6d-8856-edc97e22fd9a
4237133703,Producing operator changed.,12/1/2003 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LP,,,,bbc641d9-b41b-4d25-8e8b-34d71d5fd38b
4237133703,Producing operator changed.,11/1/2003 12:00:00 AM,YATES,KINDER MORGAN SACROC LP,,,,bbc641d9-b41b-4d25-8e8b-34d71d5fd38b
4237133703,Producing operator changed.,8/1/2007 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LLC,,,,bbc641d9-b41b-4d25-8e8b-34d71d5fd38b
4237135274,Producing operator changed.,11/1/2003 12:00:00 AM,YATES,KINDER MORGAN SACROC LP,,,,b902dd8a-766d-4c6d-8856-edc97e22fd9a
4237103581,Producing operator changed.,6/1/2007 12:00:00 AM,PECOS VALLEY (LOW GRAVITY),"SUNRISE ENERGY, INC.",,,,33095dd0-016e-4e37-94bd-6d3f0373c8ba
4237132747,Producing operator changed.,12/1/2003 12:00:00 AM,YATES,KINDER MORGAN PRODUCTION CO LP,,,,1e1643f0-8657-467f-8583-d96d3304f3a0
4237135287,Producing operator changed.,11/1/2003 12:00:00 AM,YATES,KINDER MORGAN SACROC LP,,,,d0f415ca-d9a4-4b59-a17d-09d546822b3c
